"","Nível Territorial (Código)","Nível Territorial","Município (Código)","Município","Trimestre (Código)","Trimestre","Variável (Código)","Variável","Sexo (Código)","Sexo","Unidade de Medida (Código)","Unidade de Medida","Valor"
"386","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",351
"387","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",144
"388","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8350","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",207
"389","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",6.2
"390","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",8.5
"391","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8351","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",7.2
"392","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",100
"393","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",40.9
"394","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8392","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",59.1
"395","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",NA
"396","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","4","Homens","2","%",5.7
"397","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8393","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas","5","Mulheres","2","%",3.9
"398","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","1572","Mil pessoas",458
"399","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","1572","Mil pessoas",185
"400","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8352","Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","1572","Mil pessoas",273
"401","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",6.1
"402","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",8.2
"403","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8353","Coeficiente de variação - Pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",6.8
"404","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",100
"405","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",40.4
"406","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8394","Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",59.6
"407","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","6794","Total","2","%",NA
"408","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","4","Homens","2","%",5.1
"409","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8395","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade desocupadas ou subocupadas por insuficiência de horas trabalhadas ou na força de trabalho potencial","5","Mulheres","2","%",3.5
"410","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","1572","Mil pessoas",1648
"411","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","1572","Mil pessoas",825
"412","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8354","Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","1572","Mil pessoas",823
"413","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",1.6
"414","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",2.3
"415","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8355","Coeficiente de variação - Pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",2.7
"416","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",100
"417","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",50.1
"418","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8396","Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",49.9
"419","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","6794","Total","2","%",NA
"420","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","4","Homens","2","%",1.9
"421","6","Município","2927408","Salvador (BA)","201301","1º trimestre 2013","8397","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade na força de trabalho ampliada","5","Mulheres","2","%",1.9
"422","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","1572","Mil pessoas",187
"423","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","1572","Mil pessoas",73
"424","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4092","Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","1572","Mil pessoas",114
"425","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",7.3
"426","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",13
"427","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4093","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",9.1
"428","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",100
"429","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",39.2
"430","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4110","Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",60.8
"431","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","6794","Total","2","%",NA
"432","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","4","Homens","2","%",9.9
"433","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","4111","Coeficiente de variação - Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência","5","Mulheres","2","%",6.4
"434","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","1572","Mil pessoas",143
"435","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","4","Homens","1572","Mil pessoas",64
"436","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8344","Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","5","Mulheres","1572","Mil pessoas",79
"437","6","Município","2927408","Salvador (BA)","201302","2º trimestre 2013","8345","Coeficiente de variação - Pessoas de 14 anos ou mais de idade, subocupadas por insuficiência de horas trabalhadas","6794","Total","2","%",8.7
